phase,time_s,displacement_m,displacement_mm,force_n,position_mm_raw,force_n_raw,velocity_m_s,cycle_energy_j
4.819999999999999840e-01,2.410000000000001030e-01,1.268133311762293346e-02,1.268133311762293403e+01,1.208014208828269830e+03,-1.401852379000270865e+01,-1.208014208828269830e+03,3.028065688714525194e-01,7.337529119138658018e+00
4.839999999999999858e-01,2.420000000000001039e-01,1.298239603573087333e-02,1.298239603573087386e+01,1.242700644987490705e+03,-1.431958670811064849e+01,-1.242700644987490705e+03,2.990982813344178481e-01,7.706438769576649861e+00
4.859999999999999876e-01,2.430000000000001048e-01,1.327952968029176908e-02,1.327952968029176972e+01,1.277946709170144459e+03,-1.461672035267154257e+01,-1.277946709170144459e+03,2.949465649213536267e-01,8.080923298916626862e+00
4.879999999999999893e-01,2.440000000000001057e-01,1.357228916557358042e-02,1.357228916557358112e+01,1.313696845251173045e+03,-1.490947983795335396e+01,-1.313696845251173045e+03,2.903008851021819936e-01,8.460287391223824116e+00
4.899999999999999911e-01,2.450000000000001066e-01,1.386013145049613295e-02,1.386013145049613371e+01,1.350357795818831846e+03,-1.519732212287590656e+01,-1.350357795818831846e+03,2.850500429271560776e-01,8.843701180685370034e+00
4.919999999999999929e-01,2.460000000000001075e-01,1.414238925142789413e-02,1.414238925142789327e+01,1.387757134823721799e+03,-1.547957992380766790e+01,-1.387757134823721799e+03,2.791220697687517571e-01,9.230128345086560770e+00
4.939999999999999947e-01,2.470000000000001084e-01,1.441837559003363717e-02,1.441837559003363722e+01,1.425516629809829737e+03,-1.575556626241341185e+01,-1.425516629809829737e+03,2.725288838663155744e-01,9.618340925906597505e+00
4.959999999999999964e-01,2.480000000000001092e-01,1.468744701916052491e-02,1.468744701916052442e+01,1.463251408910643022e+03,-1.602463769154029904e+01,-1.463251408910643022e+03,2.653203628258138380e-01,1.000698341435390759e+01
4.979999999999999982e-01,2.490000000000001101e-01,1.494901631568526512e-02,1.494901631568526490e+01,1.501014143995721724e+03,-1.628620698806503952e+01,-1.501014143995721724e+03,2.575269537436568612e-01,1.039466385542672278e+01
5.000000000000000000e-01,2.500000000000001110e-01,1.520250092664783906e-02,1.520250092664783992e+01,1.538773186243279724e+03,-1.653969159902761277e+01,-1.538773186243279724e+03,2.491217001203906989e-01,1.077993352678994654e+01
5.020000000000000018e-01,2.510000000000001119e-01,1.544725971592604725e-02,1.544725971592604807e+01,1.576193813018015135e+03,-1.678445038830582092e+01,-1.576193813018015135e+03,2.400625386435413233e-01,1.116114132924972324e+01
5.040000000000000036e-01,2.520000000000001128e-01,1.568262600393492343e-02,1.568262600393492257e+01,1.612994070385882424e+03,-1.701981667631469719e+01,-1.612994070385882424e+03,2.303786692119720314e-01,1.153645501830574105e+01
5.060000000000000053e-01,2.530000000000001137e-01,1.590801705434999325e-02,1.590801705434999391e+01,1.648832420789875187e+03,-1.724520772672976676e+01,-1.648832420789875187e+03,2.201952313156656516e-01,1.190404829415869870e+01
5.080000000000000071e-01,2.540000000000001146e-01,1.612301646656625481e-02,1.612301646656625564e+01,1.683612965800444954e+03,-1.746020713894603205e+01,-1.683612965800444954e+03,2.096463838582920403e-01,1.226228521277216998e+01
5.100000000000000089e-01,2.550000000000001155e-01,1.632730982206657619e-02,1.632730982206657444e+01,1.717508250796253606e+03,-1.766450049444635084e+01,-1.717508250796253606e+03,1.987798621901966101e-01,1.260969846361859226e+01
5.120000000000000107e-01,2.560000000000001164e-01,1.652057619094664948e-02,1.652057619094664886e+01,1.750301270404655497e+03,-1.785776686332642527e+01,-1.750301270404655497e+03,1.875936113282570261e-01,1.294480395936410311e+01
5.140000000000000124e-01,2.570000000000001172e-01,1.670249704472308999e-02,1.670249704472308849e+01,1.781720497389301272e+03,-1.803968771710286489e+01,-1.781720497389301272e+03,1.761109335192401204e-01,1.326607817948471890e+01
5.160000000000000142e-01,2.580000000000001181e-01,1.687279805798512847e-02,1.687279805798512911e+01,1.811897640000887350e+03,-1.820998873036490551e+01,-1.811897640000887350e+03,1.643688352594292468e-01,1.357207658560487573e+01
5.180000000000000160e-01,2.590000000000001190e-01,1.703123471524195173e-02,1.703123471524195054e+01,1.840653698782841047e+03,-1.836842538762172694e+01,-1.840653698782841047e+03,1.523634734573455773e-01,1.386142559370185978e+01
5.200000000000000178e-01,2.600000000000001199e-01,1.717752500489981918e-02,1.717752500489982026e+01,1.867626228146016274e+03,-1.851471567727959666e+01,-1.867626228146016274e+03,1.400463666531610585e-01,1.413266826121311759e+01
5.220000000000000195e-01,2.610000000000001208e-01,1.731132744854827279e-02,1.731132744854827266e+01,1.892541959747613873e+03,-1.864851812092804906e+01,-1.892541959747613873e+03,1.273857183312685493e-01,1.438422810015464037e+01
5.240000000000000213e-01,2.620000000000001217e-01,1.743229644156235603e-02,1.743229644156235736e+01,1.915186852970481823e+03,-1.876948711394213376e+01,-1.915186852970481823e+03,1.144259679141637065e-01,1.461453664215776804e+01
5.260000000000000231e-01,2.630000000000001226e-01,1.754017938437659949e-02,1.754017938437660007e+01,1.935574463955792908e+03,-1.887737005675637647e+01,-1.935574463955792908e+03,1.012514253696377153e-01,1.482225233834974176e+01
5.280000000000000249e-01,2.640000000000001235e-01,1.763479929230163390e-02,1.763479929230163279e+01,1.953238715476345533e+03,-1.897198996468140919e+01,-1.953238715476345533e+03,8.791555800165617995e-02,1.500623186942996767e+01
5.300000000000000266e-01,2.650000000000001243e-01,1.771601050037991190e-02,1.771601050037991243e+01,1.968142559832748020e+03,-1.905320117275968883e+01,-1.968142559832748020e+03,7.447887988912071933e-02,1.516546189815627699e+01
5.320000000000000284e-01,2.660000000000001252e-01,1.778375705207987587e-02,1.778375705207987423e+01,1.980228062895282164e+03,-1.912094772445965063e+01,-1.980228062895282164e+03,6.104832174602670136e-02,1.529920613155220011e+01
5.340000000000000302e-01,2.670000000000001261e-01,1.783810714387196530e-02,1.783810714387196583e+01,1.989405679027927818e+03,-1.917529781625174223e+01,-1.989405679027927818e+03,4.773246951599752208e-02,1.540708109031408668e+01
5.360000000000000320e-01,2.680000000000001270e-01,1.787922199111187035e-02,1.787922199111186927e+01,1.995767203193589012e+03,-1.921641266349164567e+01,-1.995767203193589012e+03,3.460311210516842095e-02,1.548900594463258784e+01
5.380000000000000338e-01,2.690000000000001279e-01,1.790731336808230184e-02,1.790731336808230267e+01,1.999430802775441407e+03,-1.924450404046207908e+01,-1.999430802775441407e+03,2.171659503876810504e-02,1.554512121623720589e+01
5.400000000000000355e-01,2.700000000000001288e-01,1.792265518118940637e-02,1.792265518118940548e+01,2.000203999992218996e+03,-1.925984585356918188e+01,-2.000203999992218996e+03,9.152785960660381193e-03,1.557580201046846113e+01
5.420000000000000373e-01,2.710000000000001297e-01,1.792561894000362435e-02,1.792561894000362344e+01,1.997849353962346640e+03,-1.926280961238339984e+01,-1.997849353962346640e+03,-2.980376705185250330e-03,1.558172662313829626e+01
5.440000000000000391e-01,2.720000000000001306e-01,1.791669442777903479e-02,1.791669442777903498e+01,1.992521458707160946e+03,-1.925388510015881138e+01,-1.992521458707160946e+03,-1.459902837386550800e-02,1.556392056302787452e+01
5.460000000000000409e-01,2.730000000000001315e-01,1.789642088325589173e-02,1.789642088325589242e+01,1.984838593762793153e+03,-1.923361155563566882e+01,-1.984838593762793153e+03,-2.569682631428804598e-02,1.552360297628284336e+01
5.480000000000000426e-01,2.740000000000001323e-01,1.786530077515045833e-02,1.786530077515045889e+01,1.975256015086920797e+03,-1.920249144753023529e+01,-1.975256015086920797e+03,-3.632021625578119028e-02,1.546198369981421905e+01
5.500000000000000444e-01,2.750000000000001332e-01,1.782378045074433162e-02,1.782378045074433004e+01,1.963161300672358038e+03,-1.916097112312410644e+01,-1.963161300672358038e+03,-4.651875647516057199e-02,1.538022152213611093e+01
5.520000000000000462e-01,2.760000000000001341e-01,1.777226326220013655e-02,1.777226326220013775e+01,1.948716774180876655e+03,-1.910945393457991415e+01,-1.948716774180876655e+03,-5.630624757509394840e-02,1.527945704167553131e+01
5.540000000000000480e-01,2.770000000000001350e-01,1.771116795559414189e-02,1.771116795559414214e+01,1.932248558282953582e+03,-1.904835862797391854e+01,-1.932248558282953582e+03,-6.565676241703144456e-02,1.516090265928218628e+01
5.560000000000000497e-01,2.780000000000001359e-01,1.764094973736607397e-02,1.764094973736607486e+01,1.914208735055597799e+03,-1.897814040974585126e+01,-1.914208735055597799e+03,-7.453841252468151879e-02,1.502585697148486510e+01
5.580000000000000515e-01,2.790000000000001368e-01,1.756209113054477827e-02,1.756209113054477911e+01,1.894534633147709428e+03,-1.889928180292455551e+01,-1.894534633147709428e+03,-8.292454496905321548e-02,1.487568087352961754e+01
5.600000000000000533e-01,2.800000000000001377e-01,1.747510064742796923e-02,1.747510064742796843e+01,1.873270473513363640e+03,-1.881229131980774483e+01,-1.873270473513363640e+03,-9.079402377777334721e-02,1.471179928077908095e+01
5.620000000000000551e-01,2.810000000000001386e-01,1.738050308298923208e-02,1.738050308298923241e+01,1.850691166100586997e+03,-1.871769375536900881e+01,-1.850691166100586997e+03,-9.814666328362520176e-02,1.453566043207933944e+01
5.640000000000000568e-01,2.820000000000001394e-01,1.727880732086071666e-02,1.727880732086071802e+01,1.826838531157212856e+03,-1.861599799324049442e+01,-1.826838531157212856e+03,-1.049942915960180301e-01,1.434866584244710275e+01
5.660000000000000586e-01,2.830000000000001403e-01,1.717051449979719452e-02,1.717051449979719280e+01,1.802025938541492451e+03,-1.850770517217696920e+01,-1.802025938541492451e+03,-1.113423342486274947e-01,1.415217586202571809e+01
5.680000000000000604e-01,2.840000000000001412e-01,1.705612265236346181e-02,1.705612265236346303e+01,1.776585498487661198e+03,-1.839331332474323943e+01,-1.776585498487661198e+03,-1.171800705030907608e-01,1.394749387931995699e+01
