phase,time_s,displacement_m,displacement_mm,force_n,position_mm_raw,force_n_raw,velocity_m_s,cycle_energy_j
2.040000000000000147e-01,1.020226666666668169e-01,6.596128798249867504e-05,6.596128798249867309e-02,2.700555960420764379e+01,-1.403833696686170196e+00,-2.700555960420764379e+01,-1.211135439130706093e-03,-5.301331126032303789e-03
2.060000000000000164e-01,1.030228888888890526e-01,6.475601328360048507e-05,6.475601328360049147e-02,2.699400960716724285e+01,-1.402628421987272000e+00,-2.699400960716724285e+01,-1.199274205197310705e-03,-5.333874418454945775e-03
2.080000000000000182e-01,1.040231111111112744e-01,6.356220656134615164e-05,6.356220656134614622e-02,2.701546623066876407e+01,-1.401434615265017669e+00,-2.701546623066876407e+01,-1.189288425458356196e-03,-5.366113250350187241e-03
2.099999999999999922e-01,1.050233333333334823e-01,6.237690786005023924e-05,6.237690786005024163e-02,2.704301838203836894e+01,-1.400249316563721758e+00,-2.704301838203836894e+01,-1.181563809368950391e-03,-5.398148931520884049e-03
2.119999999999999940e-01,1.060235555555557041e-01,6.119855380313744201e-05,6.119855380313744125e-02,2.699110375255299488e+01,-1.399070962506808957e+00,-2.699110375255299488e+01,-1.173809187297272794e-03,-5.429982711409667151e-03
2.139999999999999958e-01,1.070237777777779259e-01,6.002876779248356469e-05,6.002876779248356165e-02,2.696204421848974064e+01,-1.397901176496155085e+00,-2.696204421848974064e+01,-1.165824366727699624e-03,-5.461539902092162752e-03
2.159999999999999976e-01,1.080240000000001616e-01,5.886638692551904496e-05,5.886638692551904306e-02,2.698174856298922464e+01,-1.396738795629190566e+00,-2.698174856298922464e+01,-1.159467142580233173e-03,-5.492892920092951568e-03
2.179999999999999993e-01,1.090242222222223833e-01,5.770931818859304017e-05,5.770931818859303952e-02,2.703610347673865988e+01,-1.395581726892264562e+00,-2.703610347673865988e+01,-1.153272366191983311e-03,-5.524145752181496179e-03
2.200000000000000011e-01,1.100244444444446051e-01,5.655932962763899138e-05,5.655932962763899480e-02,2.702285819768418307e+01,-1.394431738331310511e+00,-2.702285819768418307e+01,-1.145801264731547559e-03,-5.555230128186008226e-03
2.220000000000000029e-01,1.110246666666668269e-01,5.541720641412339833e-05,5.541720641412339887e-02,2.693836529805499325e+01,-1.393289615117794922e+00,-2.693836529805499325e+01,-1.138400688968369684e-03,-5.586044734818346007e-03
2.240000000000000047e-01,1.120248888888890487e-01,5.428202229384049298e-05,5.428202229384049282e-02,2.690184011873746428e+01,-1.392154430997512016e+00,-2.690184011873746428e+01,-1.133689198539723081e-03,-5.616603316836603355e-03
2.260000000000000064e-01,1.130251111111112844e-01,5.314932415517792180e-05,5.314932415517792386e-02,2.690180797379447242e+01,-1.391021732858849447e+00,-2.690180797379447242e+01,-1.131882048305221655e-03,-5.647074575338827118e-03
2.280000000000000082e-01,1.140253333333335062e-01,5.201775513854190028e-05,5.201775513854189903e-02,2.685972338046166641e+01,-1.389890163842213422e+00,-2.685972338046166641e+01,-1.129189965222446301e-03,-5.677492246483172543e-03
2.300000000000000100e-01,1.150255555555557280e-01,5.089044236252627086e-05,5.089044236252627390e-02,2.679872372423652394e+01,-1.388762851066197790e+00,-2.679872372423652394e+01,-1.123479106411938433e-03,-5.707738535570282094e-03
2.320000000000000118e-01,1.160257777777779498e-01,4.977029760167073007e-05,4.977029760167073213e-02,2.673814162577683362e+01,-1.387642706305342255e+00,-2.673814162577683362e+01,-1.116760462694023348e-03,-5.737725681711537858e-03
2.340000000000000135e-01,1.170260000000001716e-01,4.865642509915480058e-05,4.865642509915479863e-02,2.672545629880327667e+01,-1.386528833802826322e+00,-2.672545629880327667e+01,-1.112305829409021563e-03,-5.767506701336314046e-03
2.360000000000000153e-01,1.180262222222224072e-01,4.754519158470626967e-05,4.754519158470627005e-02,2.673751403155075934e+01,-1.385417600288377793e+00,-2.673751403155075934e+01,-1.109502396105476602e-03,-5.797218693196107969e-03
2.380000000000000171e-01,1.190264444444446290e-01,4.643692719476777544e-05,4.643692719476777420e-02,2.670947742846563244e+01,-1.384309335898439297e+00,-2.670947742846563244e+01,-1.104393744033916464e-03,-5.826840973812202548e-03
2.399999999999999911e-01,1.200266666666668369e-01,4.533591325497443678e-05,4.533591325497443592e-02,2.665427594179151072e+01,-1.383208321958645959e+00,-2.665427594179151072e+01,-1.096388358528016527e-03,-5.856221225497787106e-03
2.419999999999999929e-01,1.210268888888890587e-01,4.424366319399686059e-05,4.424366319399686276e-02,2.659838420698954309e+01,-1.382116071897668386e+00,-2.659838420698954309e+01,-1.090009765992373120e-03,-5.885306743570315434e-03
